地區,日期,排名,股票代碼,股票名稱,買入金額(RMB),賣出金額(RMB),買入及賣出金額(RMB)
港股通（滬),2018-01-11,4,00005,匯豐控股　　　　,"325,630,560","16,812,625","342,443,185"
港股通（滬),2018-01-11,5,02601,中國太保　　　　,"139,841,490","202,449,010","342,290,500"
港股通（滬),2018-01-11,6,01918,融創中國　　　　,"201,581,000","137,633,400","339,214,400"
港股通（滬),2018-01-11,7,03323,中國建材　　　　,"119,804,400","124,276,860","244,081,260"
港股通（滬),2018-01-11,8,01336,新華保險　　　　,"82,900,355","152,670,405","235,570,760"
港股通（滬),2018-01-11,9,01357,美圖公司　　　　,"149,086,560","81,647,630","230,734,190"
港股通（滬),2018-01-11,10,02318,中國平安　　　　,"156,816,825","66,571,700","223,388,525"
深股通,2018-01-11,1,651,格力電器　　　　,"142,780,755","441,214,414","583,995,169"
深股通,2018-01-11,2,2415,海康威視　　　　,"302,663,375","224,171,106","526,834,481"
深股通,2018-01-11,3,333,美的集團　　　　,"349,213,265","169,994,544","519,207,809"
深股通,2018-01-11,4,858,五糧液　　　　　,"171,818,613","182,266,568","354,085,181"
深股通,2018-01-11,5,2304,洋河股份　　　　,"49,746,819","179,437,472","229,184,291"
深股通,2018-01-11,6,725,京東方Ａ　　　　,"99,594,165","109,826,177","209,420,342"
深股通,2018-01-11,7,2,萬科Ａ　　　　　,"119,914,967","75,730,893","195,645,860"
深股通,2018-01-11,8,300136,信維通信　　　　,"62,322,445","120,885,376","183,207,821"
深股通,2018-01-11,9,2008,大族激光　　　　,"83,598,737","67,675,456","151,274,193"
深股通,2018-01-11,10,1,平安銀行　　　　,"69,092,267","76,566,203","145,658,470"
港股通（深),2018-01-11,1,00700,騰訊控股　　　　,"267,982,800","228,178,480","496,161,280"
港股通（深),2018-01-11,2,01548,金斯瑞生物科技　,"177,683,200","180,079,500","357,762,700"
港股通（深),2018-01-11,3,01357,美圖公司　　　　,"137,388,790","94,706,960","232,095,750"
港股通（深),2018-01-11,4,01918,融創中國　　　　,"115,418,800","79,336,000","194,754,800"
港股通（深),2018-01-11,5,00763,中興通訊　　　　,"61,604,660","99,817,320","161,421,980"
港股通（深),2018-01-11,6,03323,中國建材　　　　,"37,548,340","64,278,240","101,826,580"
港股通（深),2018-01-11,7,02318,中國平安　　　　,"24,819,050","74,808,875","99,627,925"
港股通（深),2018-01-11,8,01030,新城發展控股　　,"16,473,760","74,134,120","90,607,880"
港股通（深),2018-01-11,9,01171,兗州煤業股份　　,"51,520,440","29,824,880","81,345,320"
港股通（深),2018-01-11,10,03993,洛陽鉬業　　　　,"61,588,980","13,303,200","74,892,180"
滬股通,2018-01-12,1,600519,貴州茅台　　　　,"315,512,451","272,504,175","588,016,626"
滬股通,2018-01-12,2,601318,中國平安　　　　,"248,134,312","181,062,494","429,196,806"
滬股通,2018-01-12,3,600887,伊利股份　　　　,"182,774,867","107,805,972","290,580,839"
滬股通,2018-01-12,4,603993,洛陽鉬業　　　　,"263,979,916","10,490,145","274,470,061"
滬股通,2018-01-12,5,600585,海螺水泥　　　　,"78,131,929","66,143,552","144,275,481"
滬股通,2018-01-12,6,600048,保利地產　　　　,"63,206,950","77,244,849","140,451,799"
滬股通,2018-01-12,7,600036,招商銀行　　　　,"104,276,677","34,844,928","139,121,605"
滬股通,2018-01-12,8,601398,工商銀行　　　　,"106,941,027","31,380,354","138,321,381"
滬股通,2018-01-12,9,600690,青島海爾　　　　,"68,104,084","63,104,777","131,208,861"
滬股通,2018-01-12,10,600019,寶鋼股份　　　　,"86,577,671","33,005,291","119,582,962"
港股通（滬),2018-01-12,1,00998,中信銀行　　　　,"293,010,540","358,275,590","651,286,130"
港股通（滬),2018-01-12,2,00700,騰訊控股　　　　,"238,632,500","278,913,880","517,546,380"
港股通（滬),2018-01-12,3,02601,中國太保　　　　,"298,749,890","159,666,810","458,416,700"
港股通（滬),2018-01-12,4,03988,中國銀行　　　　,"185,996,520","160,549,890","346,546,410"
港股通（滬),2018-01-12,5,00939,建設銀行　　　　,"151,333,940","158,255,590","309,589,530"
港股通（滬),2018-01-12,6,01918,融創中國　　　　,"174,959,150","108,366,200","283,325,350"
港股通（滬),2018-01-12,7,01336,新華保險　　　　,"124,365,890","135,313,725","259,679,615"
港股通（滬),2018-01-12,8,02318,中國平安　　　　,"164,538,275","92,031,625","256,569,900"
港股通（滬),2018-01-12,9,03968,招商銀行　　　　,"198,436,500","21,356,025","219,792,525"
港股通（滬),2018-01-12,10,01088,中國神華　　　　,"64,985,375","124,664,325","189,649,700"
深股通,2018-01-12,1,2415,海康威視　　　　,"439,638,598","132,713,595","572,352,193"
深股通,2018-01-12,2,651,格力電器　　　　,"151,863,577","350,793,175","502,656,752"
深股通,2018-01-12,3,858,五糧液　　　　　,"153,484,030","167,034,403","320,518,433"
深股通,2018-01-12,4,2,萬科Ａ　　　　　,"204,918,459","75,377,862","280,296,321"
深股通,2018-01-12,5,2304,洋河股份　　　　,"75,907,195","168,879,512","244,786,707"
深股通,2018-01-12,6,333,美的集團　　　　,"163,906,911","50,120,670","214,027,581"
深股通,2018-01-12,7,725,京東方Ａ　　　　,"105,023,304","96,221,472","201,244,776"
深股通,2018-01-12,8,2583,海能達　　　　　,"170,177,789","23,984,635","194,162,424"
深股通,2018-01-12,9,2008,大族激光　　　　,"110,176,938","39,023,057","149,199,995"
深股通,2018-01-12,10,2027,分眾傳媒　　　　,"126,504,269","11,089,459","137,593,728"
港股通（深),2018-01-12,1,01728,正通汽車　　　　,"90,813,075","266,125,610","356,938,685"
港股通（深),2018-01-12,2,00700,騰訊控股　　　　,"223,275,340","79,535,420","302,810,760"
港股通（深),2018-01-12,3,01317,楓葉教育　　　　,"224,247,320","15,849,580","240,096,900"
港股通（深),2018-01-12,4,01918,融創中國　　　　,"89,020,000","120,971,000","209,991,000"
港股通（深),2018-01-12,5,02318,中國平安　　　　,"138,915,475","61,466,450","200,381,925"
港股通（深),2018-01-12,6,00763,中興通訊　　　　,"67,546,600","114,679,270","182,225,870"
港股通（深),2018-01-12,7,01548,金斯瑞生物科技　,"83,041,100","77,868,000","160,909,100"
港股通（深),2018-01-12,8,02202,萬科企業　　　　,"56,174,640","90,662,835","146,837,475"
港股通（深),2018-01-12,9,00998,中信銀行　　　　,"118,378,480","15,876,220","134,254,700"
港股通（深),2018-01-12,10,01030,新城發展控股　　,"56,933,220","70,414,500","127,347,720"
滬股通,2018-01-15,1,601318,中國平安　　　　,"408,839,339","997,233,597","1,406,072,936"
滬股通,2018-01-15,2,600690,青島海爾　　　　,"232,017,624","360,257,801","592,275,425"
滬股通,2018-01-15,3,600519,貴州茅台　　　　,"227,063,821","318,445,623","545,509,444"
滬股通,2018-01-15,4,600887,伊利股份　　　　,"166,092,847","197,239,713","363,332,560"
滬股通,2018-01-15,5,600048,保利地產　　　　,"118,474,352","145,112,243","263,586,595"
滬股通,2018-01-15,6,600036,招商銀行　　　　,"39,852,114","217,985,457","257,837,571"
滬股通,2018-01-15,7,601166,興業銀行　　　　,"59,920,500","186,151,274","246,071,774"
滬股通,2018-01-15,8,600276,恒瑞醫藥　　　　,"127,129,256","110,174,866","237,304,122"
滬股通,2018-01-15,9,600009,上海機場　　　　,"176,437,743","36,341,509","212,779,252"
滬股通,2018-01-15,10,601398,工商銀行　　　　,"66,984,392","123,562,772","190,547,164"
港股通（滬),2018-01-15,1,00700,騰訊控股　　　　,"333,901,120","364,446,500","698,347,620"
港股通（滬),2018-01-15,2,00998,中信銀行　　　　,"330,758,010","362,887,730","693,645,740"
港股通（滬),2018-01-15,3,01288,農業銀行　　　　,"577,616,730","73,663,130","651,279,860"
港股通（滬),2018-01-15,4,01918,融創中國　　　　,"331,968,250","288,664,500","620,632,750"
港股通（滬),2018-01-15,5,00939,建設銀行　　　　,"202,036,330","304,295,030","506,331,360"
港股通（滬),2018-01-15,6,01398,工商銀行　　　　,"211,199,830","278,918,530","490,118,360"
港股通（滬),2018-01-15,7,00817,中國金茂　　　　,"447,991,760","3,713,320","451,705,080"
港股通（滬),2018-01-15,8,02318,中國平安　　　　,"223,982,225","196,652,800","420,635,025"
港股通（滬),2018-01-15,9,02601,中國太保　　　　,"208,304,400","211,842,530","420,146,930"
港股通（滬),2018-01-15,10,03988,中國銀行　　　　,"49,318,400","260,329,360","309,647,760"
深股通,2018-01-15,1,2415,海康威視　　　　,"373,843,101","163,300,221","537,143,322"
深股通,2018-01-15,2,2,萬科Ａ　　　　　,"124,497,968","326,656,496","451,154,464"
深股通,2018-01-15,3,725,京東方Ａ　　　　,"272,629,637","177,438,167","450,067,804"
深股通,2018-01-15,4,651,格力電器　　　　,"144,812,349","291,356,737","436,169,086"
深股通,2018-01-15,5,333,美的集團　　　　,"234,369,349","182,064,054","416,433,403"
深股通,2018-01-15,6,858,五糧液　　　　　,"153,428,944","244,457,394","397,886,338"
深股通,2018-01-15,7,1,平安銀行　　　　,"197,011,340","131,921,989","328,933,329"
深股通,2018-01-15,8,2008,大族激光　　　　,"129,129,470","71,350,379","200,479,849"
深股通,2018-01-15,9,2304,洋河股份　　　　,"46,404,118","136,576,068","182,980,186"
深股通,2018-01-15,10,2508,老闆電器　　　　,"76,495,429","76,289,470","152,784,899"
港股通（深),2018-01-15,1,00700,騰訊控股　　　　,"127,582,840","244,128,680","371,711,520"
港股通（深),2018-01-15,2,01357,美圖公司　　　　,"104,731,210","109,173,800","213,905,010"
港股通（深),2018-01-15,3,01918,融創中國　　　　,"121,649,700","75,422,250","197,071,950"
港股通（深),2018-01-15,4,00763,中興通訊　　　　,"114,847,630","70,310,260","185,157,890"
港股通（深),2018-01-15,5,02208,金風科技　　　　,"80,798,004","80,330,184","161,128,188"
港股通（深),2018-01-15,6,02318,中國平安　　　　,"103,963,950","49,463,550","153,427,500"
港股通（深),2018-01-15,7,01548,金斯瑞生物科技　,"61,255,000","73,893,400","135,148,400"
港股通（深),2018-01-15,8,00998,中信銀行　　　　,"112,260,180","14,226,840","126,487,020"
港股通（深),2018-01-15,9,00981,中芯國際　　　　,"43,994,560","82,142,240","126,136,800"
港股通（深),2018-01-15,10,01317,楓葉教育　　　　,"89,257,420","13,862,340","103,119,760"
滬股通,2018-01-16,1,600519,貴州茅台　　　　,"394,462,196","854,034,797","1,248,496,993"
滬股通,2018-01-16,2,601318,中國平安　　　　,"400,604,408","408,437,567","809,041,975"
滬股通,2018-01-16,3,600690,青島海爾　　　　,"190,114,713","420,529,188","610,643,901"
滬股通,2018-01-16,4,600887,伊利股份　　　　,"327,288,946","118,277,075","445,566,021"
滬股通,2018-01-16,5,603993,洛陽鉬業　　　　,"400,212,254","22,301,462","422,513,716"
滬股通,2018-01-16,6,600036,招商銀行　　　　,"164,827,810","159,436,939","324,264,749"
滬股通,2018-01-16,7,600276,恒瑞醫藥　　　　,"204,007,938","83,480,040","287,487,978"
滬股通,2018-01-16,8,600048,保利地產　　　　,"84,096,051","194,168,062","278,264,113"
滬股通,2018-01-16,9,600104,上汽集團　　　　,"151,453,847","64,327,946","215,781,793"
滬股通,2018-01-16,10,601888,中國國旅　　　　,"69,597,630","134,532,703","204,130,333"
港股通（滬),2018-01-16,1,00998,中信銀行　　　　,"381,562,020","827,798,580","1,209,360,600"
港股通（滬),2018-01-16,2,00939,建設銀行　　　　,"587,452,120","478,841,690","1,066,293,810"
港股通（滬),2018-01-16,3,01398,工商銀行　　　　,"356,098,230","336,624,420","692,722,650"
港股通（滬),2018-01-16,4,03988,中國銀行　　　　,"454,049,380","237,037,310","691,086,690"
港股通（滬),2018-01-16,5,01918,融創中國　　　　,"275,389,750","232,462,000","507,851,750"
港股通（滬),2018-01-16,6,00700,騰訊控股　　　　,"330,772,600","173,136,140","503,908,740"
港股通（滬),2018-01-16,7,03968,招商銀行　　　　,"377,561,325","120,203,350","497,764,675"
港股通（滬),2018-01-16,8,00981,中芯國際　　　　,"127,371,030","319,719,990","447,091,020"
港股通（滬),2018-01-16,9,02318,中國平安　　　　,"236,909,675","172,237,650","409,147,325"
港股通（滬),2018-01-16,10,01288,農業銀行　　　　,"366,104,540","37,273,770","403,378,310"
深股通,2018-01-16,1,651,格力電器　　　　,"411,982,804","228,579,384","640,562,188"
深股通,2018-01-16,2,2,萬科Ａ　　　　　,"127,460,061","465,933,921","593,393,982"
深股通,2018-01-16,3,2415,海康威視　　　　,"315,921,293","120,716,683","436,637,976"
深股通,2018-01-16,4,858,五糧液　　　　　,"229,311,513","193,552,297","422,863,810"
深股通,2018-01-16,5,725,京東方Ａ　　　　,"174,601,944","128,682,321","303,284,265"
深股通,2018-01-16,6,1,平安銀行　　　　,"210,699,783","83,328,804","294,028,587"
深股通,2018-01-16,7,333,美的集團　　　　,"202,571,536","85,691,214","288,262,750"
深股通,2018-01-16,8,1979,招商蛇口　　　　,"84,650,867","88,071,487","172,722,354"
深股通,2018-01-16,9,2304,洋河股份　　　　,"82,599,320","88,361,438","170,960,758"
深股通,2018-01-16,10,2008,大族激光　　　　,"89,077,211","56,509,679","145,586,890"
港股通（深),2018-01-16,1,00763,中興通訊　　　　,"181,462,480","127,047,920","308,510,400"
港股通（深),2018-01-16,2,02018,瑞聲科技　　　　,"40,874,750","230,937,900","271,812,650"
港股通（深),2018-01-16,3,00700,騰訊控股　　　　,"169,609,220","90,139,740","259,748,960"
港股通（深),2018-01-16,4,01030,新城發展控股　　,"114,117,320","126,222,620","240,339,940"
港股通（深),2018-01-16,5,02202,萬科企業　　　　,"28,568,430","200,901,985","229,470,415"
港股通（深),2018-01-16,6,01918,融創中國　　　　,"150,911,900","73,207,050","224,118,950"
港股通（深),2018-01-16,7,01548,金斯瑞生物科技　,"83,544,100","70,755,900","154,300,000"
港股通（深),2018-01-16,8,00607,豐盛控股　　　　,"524,000","108,003,550","108,527,550"
港股通（深),2018-01-16,9,01171,兗州煤業股份　　,"15,958,040","87,649,360","103,607,400"
港股通（深),2018-01-16,10,02318,中國平安　　　　,"59,635,175","31,379,950","91,015,125"
滬股通,2018-01-17,1,600519,貴州茅台　　　　,"578,757,800","544,381,145","1,123,138,945"
滬股通,2018-01-17,2,601318,中國平安　　　　,"273,441,890","628,131,708","901,573,598"
滬股通,2018-01-17,3,600887,伊利股份　　　　,"425,731,762","209,552,983","635,284,745"
滬股通,2018-01-17,4,600030,中信證券　　　　,"235,225,972","347,971,238","583,197,210"
滬股通,2018-01-17,5,601166,興業銀行　　　　,"365,848,480","183,125,288","548,973,768"
滬股通,2018-01-17,6,601668,中國建築　　　　,"354,814,150","184,957,559","539,771,709"
滬股通,2018-01-17,7,600176,中國巨石　　　　,"119,090,951","399,908,653","518,999,604"
滬股通,2018-01-17,8,603993,洛陽鉬業　　　　,"404,676,176","34,215,317","438,891,493"
滬股通,2018-01-17,9,600104,上汽集團　　　　,"363,549,639","53,973,636","417,523,275"
滬股通,2018-01-17,10,600690,青島海爾　　　　,"161,577,300","238,720,754","400,298,054"
港股通（滬),2018-01-17,1,01398,工商銀行　　　　,"945,759,500","37,385,690","983,145,190"
港股通（滬),2018-01-17,2,00998,中信銀行　　　　,"524,347,090","437,961,520","962,308,610"
